,Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Mileage,Cylinders,Gear box type,Color,Airbags
15508,31361,TOYOTA,2004,Jeep,No,LPG,204000 km,8.0,Automatic,Black,4
15509,3450,MERCEDES-BENZ,2013,Sedan,Yes,Diesel,107800 km,6.0,Automatic,Grey,12
15510,5488,CHRYSLER,2014,Sedan,Yes,Petrol,133904 km,6.0,Automatic,Silver,12
15512,8624,BMW,2014,Jeep,Yes,Diesel,133904 km,6.0,Automatic,Black,12
15514,12544,TOYOTA,2008,Sedan,Yes,Hybrid,334414 km,6.0,Automatic,White,12
15515,17562,TOYOTA,2011,Hatchback,No,Hybrid,155000 km,4.0,Automatic,Grey,12
15516,17249,TOYOTA,2012,Sedan,Yes,Petrol,99000 km,4.0,Tiptronic,Black,10
15517,18826,HYUNDAI,2014,Sedan,Yes,Diesel,111232 km,4.0,Automatic,White,4
15518,30734,BMW,2011,Coupe,Yes,Petrol,230000 km,6.0,Tiptronic,Black,8
15519,1019,BMW,2010,Hatchback,Yes,Petrol,107344 km,8.0,Automatic,Black,12
15520,9252,HYUNDAI,2015,Sedan,Yes,LPG,455579 km,4.0,Automatic,Orange,4
15521,16308,KIA,2014,Sedan,Yes,Petrol,36037 km,4.0,Automatic,Silver,4
15523,30420,HYUNDAI,2016,Jeep,Yes,Petrol,23000 km,4.0,Tiptronic,Black,8
15524,10192,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,98000 km,4.0,Tiptronic,White,6
15525,18817,FORD,2014,Sedan,No,Petrol,68800 km,4.0,Tiptronic,White,12
15526,4500,BMW,1997,Sedan,Yes,Petrol,3100 km,4.0,Manual,Red,4
15527,16935,HONDA,2014,Hatchback,Yes,Petrol,185000 km,4.0,Automatic,Grey,8
15531,5175,TOYOTA,2011,Jeep,Yes,Petrol,201570 km,4.0,Automatic,Grey,12
15533,23521,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,156682 km,4.0,Automatic,White,12
15534,27033,HYUNDAI,2017,Sedan,Yes,LPG,137929 km,4.0,Automatic,White,4
15535,10349,BMW,2011,Jeep,Yes,Diesel,332243 km,6.0,Automatic,Black,4
15536,4861,HONDA,2017,Sedan,Yes,Petrol,66366 km,4.0,Automatic,Red,12
15537,5959,DAEWOO,2010,Sedan,Yes,Petrol,138749 km,4.0,Automatic,Grey,4
15538,75300,SUZUKI,2019,Jeep,No,Petrol,138749 km,4.0,Automatic,Silver,4
15539,18817,TOYOTA,2018,Sedan,Yes,Hybrid,35058 km,4.0,Automatic,White,12
15540,18189,BMW,2011,Coupe,Yes,Petrol,164000 km,6.0,Automatic,Blue,12
15542,27598,HYUNDAI,2016,Sedan,No,Petrol,70000 km,4.0,Automatic,White,10
15543,25716,BMW,2014,Jeep,Yes,Diesel,141384 km,6.0,Automatic,Blue,10
15544,4547,CHEVROLET,2012,Hatchback,Yes,Hybrid,162190 km,4.0,Automatic,Blue,10
15545,7213,HONDA,2004,Hatchback,No,Petrol,15200 km,4.0,Automatic,Silver,4
15546,12231,KIA,2012,Sedan,No,Petrol,92000 km,4.0,Tiptronic,White,12
15547,5331,OPEL,1995,Hatchback,No,CNG,250000 km,4.0,Manual,Blue,4
15548,10349,HYUNDAI,2014,Sedan,Yes,LPG,406314 km,4.0,Automatic,White,4
15549,17876,TOYOTA,2010,Sedan,Yes,Petrol,185000 km,4.0,Variator,Golden,4
15550,30734,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,200179 km,6.0,Automatic,Black,12
15551,22502,TOYOTA,2013,Hatchback,Yes,Petrol,93810 km,4.0,Automatic,White,4
15552,7150,SUBARU,2005,Jeep,No,Petrol,1000 km,4.0,Automatic,Grey,4
15553,13172,CHEVROLET,2012,Sedan,No,Petrol,95000 km,4.0,Automatic,Silver,12
15554,11760,CHEVROLET,2018,Sedan,Yes,Petrol,43658 km,4.0,Automatic,Grey,12
15555,24709,HYUNDAI,2014,Sedan,Yes,Petrol,54734 km,4.0,Automatic,Silver,4
15557,10000,TOYOTA,2006,Hatchback,No,Petrol,95000 km,4.0,Automatic,Silver,2
15558,42692,HYUNDAI,2015,Sedan,Yes,Petrol,59150 km,4.0,Automatic,Grey,4
15559,22273,HYUNDAI,2016,Sedan,Yes,LPG,136500 km,4.0,Automatic,Black,4
15560,39829,KIA,2016,Jeep,Yes,Diesel,54541 km,4.0,Automatic,White,4
15561,4077,HYUNDAI,2012,Sedan,Yes,Hybrid,259934 km,4.0,Automatic,Red,4
15562,4704,FORD,2015,Sedan,Yes,Hybrid,148709 km,4.0,Automatic,Red,12
15563,15530,TOYOTA,2012,Hatchback,Yes,Hybrid,121430 km,4.0,Automatic,Black,4
15564,25089,MERCEDES-BENZ,2012,Sedan,Yes,Petrol,177394 km,8.0,Tiptronic,Grey,14
15565,44166,SSANGYONG,2016,Jeep,Yes,Petrol,28699 km,4.0,Automatic,White,4
15567,23408,HYUNDAI,2010,Jeep,Yes,Diesel,151000 km,4.0,Automatic,White,4
15568,22332,JEEP,2010,Jeep,Yes,Petrol,140000 km,4.0,Automatic,Green,4
15569,2998,PEUGEOT,2003,Hatchback,Yes,Petrol,140000 km,4.0,Manual,Silver,2
15571,18817,TOYOTA,2013,Sedan,No,Hybrid,130000 km,6.0,Automatic,Silver,12
15574,12544,BMW,2001,Sedan,Yes,Petrol,1366363 km,6.0,Tiptronic,Silver,8
15575,55823,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,74000 km,6.0,Tiptronic,Silver,12
15576,1098,NISSAN,2015,Sedan,Yes,Petrol,129605 km,4.0,Automatic,Silver,12
15577,29793,LEXUS,2014,Hatchback,Yes,Hybrid,66000 km,4.0,Automatic,White,12
15578,35438,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,197221 km,8.0,Automatic,Silver,12
15579,21953,MERCEDES-BENZ,2008,Minivan,No,Diesel,197221 km,4.0,Manual,Silver,12
15580,11290,FORD,2015,Sedan,No,Petrol,100000 km,4.0,Automatic,Blue,12
15581,43592,TOYOTA,2015,Sedan,Yes,Hybrid,66000 km,4.0,Automatic,Black,12
15582,17249,BMW,2010,Sedan,Yes,Petrol,190000 km,6.0,Tiptronic,Black,8
15585,25089,HYUNDAI,2016,Sedan,No,Petrol,161600 km,4.0,Tiptronic,White,11
15586,89379,MERCEDES-BENZ,2018,Sedan,Yes,Petrol,21000 km,4.0,Automatic,Black,11
15587,3293,TOYOTA,2010,Jeep,Yes,Hybrid,21000 km,4.0,Automatic,White,12
15588,11133,TOYOTA,2014,Sedan,Yes,Hybrid,179381 km,4.0,Automatic,Black,12
15589,19130,TOYOTA,2010,Sedan,No,Petrol,264000 km,4.0,Tiptronic,Black,12
15590,25591,HYUNDAI,2014,Sedan,Yes,Petrol,71627 km,4.0,Automatic,Grey,4
15591,7840,MERCEDES-BENZ,2008,Hatchback,Yes,Petrol,87000 km,4.0,Tiptronic,Black,12
15592,5645,HYUNDAI,2016,Sedan,Yes,LPG,596900 km,4.0,Automatic,Orange,4
15593,13172,TOYOTA,2007,Hatchback,No,Hybrid,144000 km,4.0,Variator,Silver,6
15594,9879,CHEVROLET,2017,Hatchback,Yes,Hybrid,115658 km,4.0,Automatic,Black,12
15595,4936,HONDA,2013,Hatchback,Yes,Petrol,120417 km,4.0,Automatic,Silver,4
15596,14113,VOLKSWAGEN,2009,Sedan,Yes,Petrol,130000 km,8.0,Tiptronic,White,12
15597,18503,HYUNDAI,2014,Sedan,No,Petrol,148800 km,4.0,Tiptronic,Black,6
15598,8781,VAZ,2007,Jeep,No,Petrol,13000 km,4.0,Manual,White,1
15599,25089,TOYOTA,2012,Sedan,Yes,Hybrid,12000 km,6.0,Automatic,Black,12
15600,22843,HYUNDAI,2012,Jeep,Yes,Diesel,174712 km,4.0,Automatic,Silver,4
15601,9500,VOLKSWAGEN,2010,Sedan,Yes,Petrol,14400 km,5.0,Tiptronic,Silver,6
15602,10976,NISSAN,2008,Sedan,Yes,Petrol,112000 km,4.0,Tiptronic,Silver,12
15603,10976,TOYOTA,2009,Sedan,No,Hybrid,140000 km,4.0,Automatic,Green,8
15604,21326,VOLKSWAGEN,2013,Sedan,Yes,Petrol,75000 km,5.0,Automatic,Blue,6
15605,34240,HYUNDAI,2014,Jeep,Yes,Diesel,117436 km,4.0,Automatic,White,4
15606,11604,NISSAN,2003,Jeep,Yes,Petrol,145000 km,4.0,Automatic,White,2
15607,11604,JEEP,2003,Jeep,Yes,Petrol,145000 km,4.0,Manual,Blue,8
15608,15458,HYUNDAI,2010,Coupe,Yes,Petrol,93238 km,4.0,Automatic,White,4
15609,17562,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,109608 km,4.0,Automatic,White,4
15611,18817,FORD,2017,Sedan,No,Petrol,33600 km,3.0,Automatic,Black,8
15612,13423,HYUNDAI,2011,Sedan,Yes,Petrol,64666 km,4.0,Automatic,White,4
15614,12000,KIA,2013,Sedan,Yes,Petrol,64666 km,4.0,Tiptronic,Grey,4
15615,40456,FORD,2016,Sedan,Yes,Plug-in Hybrid,44445 km,4.0,Automatic,Silver,12
15616,9408,MERCEDES-BENZ,1999,Sedan,Yes,Petrol,10000 km,8.0,Automatic,Green,12
15617,2274,MAZDA,2014,Jeep,Yes,Petrol,131179 km,4.0,Automatic,Black,12
15618,37301,HONDA,2015,Hatchback,Yes,Petrol,28792 km,4.0,Automatic,Black,4
15619,19441,HYUNDAI,2010,Minivan,Yes,Diesel,223603 km,4.0,Automatic,Silver,4
15620,37633,BMW,2007,Coupe,Yes,Petrol,187500 km,10.0,Tiptronic,Black,12
15621,33243,HYUNDAI,2015,Jeep,Yes,Diesel,164997 km,4.0,Automatic,Black,4
15622,18817,TOYOTA,2018,Sedan,Yes,Hybrid,35058 km,4.0,Automatic,White,12
15623,69935,LEXUS,2015,Jeep,Yes,Petrol,273493 km,8.0,Automatic,Silver,12
15624,14069,HYUNDAI,2010,Sedan,Yes,Petrol,112417 km,4.0,Automatic,Silver,4
15625,21937,NISSAN,2016,Sedan,No,Petrol,19200 km,4.0,Automatic,Silver,12
15626,15681,MERCEDES-BENZ,2008,Sedan,Yes,Diesel,19200 km,4.0,Automatic,Beige,8
15627,12074,TOYOTA,2009,Jeep,Yes,Hybrid,420550 km,6.0,Automatic,Blue,12
15631,6899,BMW,1994,Sedan,Yes,Petrol,308910 km,4.0,Manual,Carnelian red,2
15632,39161,SSANGYONG,2013,Jeep,Yes,Diesel,105924 km,4.0,Automatic,White,4
15633,2038,VOLKSWAGEN,2013,Sedan,Yes,Petrol,143720 km,4.0,Automatic,Black,12
15634,10036,HONDA,2004,Hatchback,No,Petrol,124234 km,4.0,Variator,Silver,2
15635,7527,OPEL,1998,Hatchback,No,Petrol,200000 km,4.0,Manual,Silver,4
15636,9600,NISSAN,2005,Hatchback,No,Petrol,190000 km,4.0,Variator,White,2
15637,11917,VOLKSWAGEN,2015,Sedan,No,Petrol,89000 km,4.0,Tiptronic,Blue,10
15638,1568,VOLKSWAGEN,2014,Sedan,Yes,Diesel,82392 km,4.0,Automatic,Silver,12
15640,20592,SSANGYONG,2010,Jeep,Yes,Diesel,225450 km,4.0,Automatic,Black,4
15641,19761,TOYOTA,2011,Sedan,Yes,Petrol,155200 km,4.0,Tiptronic,Grey,12
15642,8154,HONDA,2005,Sedan,No,Petrol,223000 km,4.0,Tiptronic,Grey,5
15643,19757,MERCEDES-BENZ,2005,Microbus,Yes,Diesel,117000 km,4.0,Manual,White,2
15644,26657,TOYOTA,2013,Sedan,Yes,Hybrid,170000 km,4.0,Automatic,Beige,2
15648,9948,SSANGYONG,2011,Jeep,Yes,Diesel,76640 km,4.0,Automatic,Silver,4
15649,1000,MERCEDES-BENZ,1999,Sedan,No,Diesel,111111 km,4.0,Manual,Black,4
15650,16400,VOLKSWAGEN,2011,Sedan,Yes,Petrol,136000 km,4.0,Tiptronic,Black,10
15651,2352,TOYOTA,2010,Sedan,Yes,Hybrid,129170 km,4.0,Automatic,Black,12
15652,26030,KIA,2016,Sedan,No,Hybrid,75851 km,4.0,Automatic,White,10
15653,3136,TOYOTA,2012,Sedan,Yes,Hybrid,159379 km,4.0,Automatic,White,12
15654,39201,LEXUS,2010,Jeep,Yes,Petrol,155821 km,8.0,Automatic,Black,12
15655,11604,BMW,2001,Sedan,No,Petrol,168000 km,6.0,Manual,Blue,4
15656,37633,KIA,2017,Sedan,Yes,Hybrid,26000 km,4.0,Tiptronic,White,16
15657,34497,TOYOTA,2019,Sedan,Yes,Petrol,19050 km,4.0,Automatic,Silver,12
15658,8154,HONDA,2003,Sedan,No,Petrol,189000 km,4.0,Tiptronic,Silver,4
15659,74953,MERCEDES-BENZ,2018,Sedan,Yes,Petrol,29819 km,8.0,Automatic,Black,12
15660,15423,CHEVROLET,2012,Jeep,Yes,Diesel,229056 km,4.0,Automatic,Red,4
15662,19444,SUBARU,2014,Jeep,No,Petrol,81000 km,4.0,Variator,Black,7
15663,14269,TOYOTA,2010,Jeep,Yes,Hybrid,300366 km,6.0,Automatic,Blue,12
15666,47042,LEXUS,2015,Jeep,Yes,Petrol,90680 km,6.0,Automatic,Black,16
15667,12544,HONDA,2009,Hatchback,No,Petrol,240000 km,4.0,Manual,Red,4
15668,16308,HYUNDAI,2020,Sedan,Yes,Petrol,15149 km,4.0,Automatic,White,12
15669,26657,TOYOTA,2012,Sedan,Yes,Petrol,144000 km,4.0,Tiptronic,Black,4
15671,22580,FORD,2013,Hatchback,Yes,Plug-in Hybrid,60000 km,4.0,Automatic,Grey,10
15672,34497,MERCEDES-BENZ,2010,Minivan,No,Diesel,315000 km,8.0,Manual,White,4
15674,36692,AUDI,2012,Jeep,Yes,Petrol,56000 km,6.0,Tiptronic,White,11
15676,9722,TOYOTA,2012,Hatchback,No,Hybrid,150000 km,4.0,Tiptronic,Blue,2
15677,2979,MERCEDES-BENZ,2012,Jeep,Yes,Diesel,180251 km,6.0,Automatic,White,12
15678,51373,HYUNDAI,2015,Jeep,Yes,Diesel,94090 km,4.0,Automatic,Silver,4
15679,8781,MITSUBISHI,1992,Jeep,No,Diesel,11111 km,4.0,Manual,Red,4
15680,14884,CHEVROLET,2011,Sedan,Yes,Diesel,162001 km,4.0,Automatic,White,4
15682,6115,HONDA,1999,Jeep,No,CNG,275200 km,4.0,Manual,Black,2
15683,5959,JAGUAR,2004,Sedan,No,Petrol,96000 km,6.0,Automatic,Green,8
15684,30583,HYUNDAI,2014,Minivan,Yes,Diesel,120309 km,4.0,Automatic,Black,4
15685,4077,BMW,1995,Sedan,No,Petrol,300000 km,4.0,Manual,Black,2
15686,15053,TOYOTA,2007,Sedan,No,LPG,144000 km,4.0,Automatic,Beige,6
15687,15053,MITSUBISHI,2005,Jeep,No,Petrol,155800 km,4.0,Automatic,Silver,8
15688,6899,BMW,1998,Sedan,No,Petrol,1000 km,4.0,Manual,Black,8
15689,13485,FORD,2004,Goods wagon,No,Diesel,132000 km,4.0,Manual,Silver,1
15690,15994,BMW,2015,Jeep,Yes,Petrol,204461 km,6.0,Automatic,White,1
15691,16308,HYUNDAI,2016,Sedan,Yes,Hybrid,251768 km,4.0,Automatic,White,4
15692,11290,HYUNDAI,2016,Sedan,Yes,LPG,292837 km,4.0,Automatic,Silver,4
15693,11917,TOYOTA,2007,Sedan,No,Hybrid,336000 km,4.0,Automatic,Black,8
15694,16869,TOYOTA,2012,Hatchback,Yes,Petrol,157000 km,4.0,Automatic,Black,4
15695,4861,FORD,2014,Sedan,Yes,Hybrid,124493 km,4.0,Automatic,White,4
15696,3763,VOLKSWAGEN,1997,Goods wagon,No,Diesel,260000 km,4.0,Manual,Green,1
15697,48534,HYUNDAI,2017,Jeep,Yes,Diesel,45331 km,4.0,Automatic,Blue,4
15698,21639,TOYOTA,2014,Sedan,No,Petrol,143000 km,4.0,Automatic,Carnelian red,10
15699,8938,FORD,2012,Sedan,No,Hybrid,256000 km,4.0,Variator,White,8
15701,22580,KIA,2016,Sedan,No,Petrol,74500 km,4.0,Tiptronic,Carnelian red,12
15702,16308,FORD,2016,Jeep,No,Petrol,74500 km,4.0,Automatic,White,12
15703,18817,HYUNDAI,2014,Sedan,No,Petrol,150400 km,6.0,Tiptronic,Carnelian red,6
15704,4861,TOYOTA,2015,Sedan,Yes,Petrol,152630 km,4.0,Automatic,White,12
15705,25716,SUBARU,2014,Jeep,No,Petrol,50000 km,4.0,Automatic,Silver,6
15708,8781,TOYOTA,2007,Hatchback,No,Hybrid,154000 km,4.0,Automatic,Blue,12
15709,12544,TOYOTA,2008,Hatchback,No,Petrol,112000 km,4.0,Variator,Silver,4
15710,20071,TOYOTA,2013,Hatchback,No,Hybrid,147000 km,4.0,Variator,Silver,6
15712,14834,CHEVROLET,2012,Jeep,Yes,Diesel,218525 km,4.0,Automatic,Grey,4
15713,6899,KIA,2007,Jeep,Yes,Diesel,91232 km,4.0,Automatic,White,4
15714,42987,SSANGYONG,2014,Jeep,Yes,Diesel,119950 km,4.0,Automatic,White,4
15715,20385,MERCEDES-BENZ,2003,Sedan,Yes,CNG,136000 km,6.0,Tiptronic,Silver,10
15716,26971,MERCEDES-BENZ,2010,Jeep,Yes,Petrol,216600 km,6.0,Tiptronic,Beige,10
15717,9408,MERCEDES-BENZ,1999,Sedan,No,Diesel,3000 km,4.0,Automatic,Silver,6
15719,32340,HYUNDAI,2012,Jeep,Yes,Diesel,138013 km,4.0,Automatic,White,4
15720,11368,HYUNDAI,2007,Sedan,Yes,Petrol,139000 km,4.0,Automatic,Silver,4
15722,14113,CHEVROLET,2012,Sedan,Yes,Petrol,104000 km,4.0,Tiptronic,Silver,12
15723,16621,VOLKSWAGEN,2009,Microbus,No,Diesel,335000 km,5.0,Manual,Beige,6
15724,21796,TOYOTA,2012,Sedan,Yes,Hybrid,98298 km,4.0,Automatic,Grey,8
15725,21169,NISSAN,2012,Jeep,No,Petrol,128000 km,4.0,Tiptronic,Grey,4
15727,29793,MERCEDES-BENZ,2012,Sedan,Yes,Petrol,56277 km,6.0,Tiptronic,White,12
15728,15367,HYUNDAI,2012,Sedan,No,Petrol,100000 km,4.0,Automatic,Black,8
15730,32305,JEEP,2012,Jeep,Yes,Petrol,88000 km,4.0,Automatic,Grey,4
15731,12544,HYUNDAI,2012,Sedan,Yes,Petrol,88000 km,4.0,Tiptronic,Grey,10
15732,19130,HYUNDAI,2013,Sedan,Yes,Petrol,107200 km,4.0,Tiptronic,Beige,8
15733,14426,FORD,2008,Jeep,Yes,Hybrid,148800 km,4.0,Automatic,Green,6
15735,8154,TOYOTA,2003,Hatchback,No,Petrol,2000000 km,4.0,Manual,Grey,4
15736,30734,HYUNDAI,2017,Jeep,No,Petrol,28897 km,4.0,Automatic,Grey,10
15737,28852,FORD,2015,Jeep,Yes,Petrol,123000 km,4.0,Automatic,Grey,10
15738,25089,TOYOTA,2008,Jeep,No,Diesel,150000 km,4.0,Manual,Grey,8
15740,42218,HYUNDAI,2016,Minivan,Yes,Diesel,96334 km,4.0,Automatic,Grey,4
15743,17249,HYUNDAI,2012,Sedan,Yes,Petrol,94055 km,4.0,Automatic,Silver,4
15744,36068,HYUNDAI,2017,Jeep,Yes,Diesel,140004 km,4.0,Automatic,Blue,4
15745,9408,OPEL,2003,Minivan,No,CNG,197500 km,4.0,Manual,Grey,8
15746,13172,HYUNDAI,2016,Sedan,Yes,LPG,488038 km,4.0,Automatic,Orange,4
15747,21395,HYUNDAI,2016,Sedan,Yes,LPG,138241 km,4.0,Automatic,Grey,4
15748,17876,TOYOTA,2011,Sedan,No,Hybrid,100006 km,4.0,Automatic,White,10
15749,3920,TOYOTA,2013,Sedan,Yes,Petrol,308694 km,4.0,Automatic,Grey,12
15751,18817,TOYOTA,2014,Hatchback,Yes,Hybrid,89986 km,4.0,Automatic,Grey,12
15752,4704,OPEL,2001,Sedan,No,CNG,175000 km,4.0,Manual,Green,4
15753,21953,HYUNDAI,2007,Microbus,Yes,Diesel,84000 km,4.0,Manual,White,2
15754,26030,MERCEDES-BENZ,2013,Sedan,Yes,Petrol,83500 km,4.0,Tiptronic,Grey,12
15755,14583,RENAULT,2008,Sedan,No,Diesel,163124 km,4.0,Manual,White,10
15756,16621,VOLKSWAGEN,2016,Sedan,Yes,Petrol,76466 km,4.0,Automatic,Black,8
15758,26030,LEXUS,2010,Sedan,Yes,Petrol,117000 km,6.0,Tiptronic,Black,12
15759,10820,TOYOTA,2002,Minivan,No,Petrol,110000 km,4.0,Automatic,Silver,8
15761,19914,TOYOTA,2012,Hatchback,No,Hybrid,212800 km,4.0,Variator,Silver,8
15766,11604,TOYOTA,2012,Sedan,Yes,Hybrid,87725 km,4.0,Tiptronic,Red,10
15767,22580,VOLKSWAGEN,2013,Sedan,Yes,Petrol,60000 km,5.0,Tiptronic,Black,6
15768,20297,HYUNDAI,2012,Sedan,Yes,Petrol,165000 km,4.0,Automatic,White,4
15769,29793,MERCEDES-BENZ,2014,Sedan,Yes,Diesel,219030 km,6.0,Automatic,Black,12
15770,13328,HONDA,2011,Hatchback,No,Hybrid,172997 km,4.0,Variator,Blue,6
15771,9565,TOYOTA,2012,Jeep,Yes,Petrol,285186 km,6.0,Automatic,Grey,12
15772,18660,TOYOTA,2013,Sedan,No,Hybrid,71257 km,4.0,Automatic,White,7
15773,68994,MERCEDES-BENZ,2014,Jeep,Yes,Diesel,207568 km,6.0,Tiptronic,Grey,10
15774,13799,OPEL,2007,Sedan,Yes,Petrol,185000 km,4.0,Manual,Black,10
15775,19707,HYUNDAI,2012,Sedan,Yes,Petrol,123000 km,4.0,Automatic,Silver,4
15776,28068,HYUNDAI,2017,Jeep,No,Petrol,31241 km,4.0,Automatic,Blue,10
15777,27598,FORD,2013,Sedan,Yes,Hybrid,181000 km,4.0,Automatic,Silver,4
15778,3763,TOYOTA,2016,Jeep,Yes,Hybrid,39741 km,4.0,Automatic,Black,12
15779,79971,AUDI,2016,Sedan,Yes,Petrol,35500 km,6.0,Tiptronic,White,12
15780,34387,CHEVROLET,2016,Sedan,Yes,Petrol,161350 km,4.0,Automatic,Silver,4
15781,28225,BMW,2013,Jeep,Yes,Petrol,119700 km,6.0,Tiptronic,Grey,12
15783,20814,HYUNDAI,2012,Jeep,Yes,Diesel,171996 km,4.0,Automatic,Grey,4
15784,11992,CHEVROLET,2012,Sedan,Yes,Diesel,227073 km,4.0,Automatic,Grey,4
15785,25716,LEXUS,2016,Sedan,Yes,Petrol,45845 km,8.0,Automatic,Brown,12
15786,9408,MAZDA,2007,Hatchback,No,Petrol,141000 km,4.0,Automatic,Blue,6
15790,15367,HONDA,2013,Hatchback,No,Hybrid,163000 km,4.0,Automatic,Sky blue,2
15791,15367,HYUNDAI,2010,Sedan,No,Petrol,127000 km,4.0,Tiptronic,White,2
15793,1882,TOYOTA,2016,Sedan,Yes,Hybrid,55096 km,4.0,Automatic,Blue,2
15794,17249,FORD,2013,Hatchback,No,Hybrid,204010 km,4.0,Automatic,Black,2
15795,5645,MERCEDES-BENZ,1995,Sedan,No,Petrol,310000 km,4.0,Manual,Black,4
15796,10976,SUBARU,2008,Jeep,Yes,Petrol,300000 km,6.0,Automatic,Brown,8
15797,24559,HYUNDAI,2014,Minivan,Yes,Diesel,68578 km,4.0,Automatic,Silver,4
15798,1176,HYUNDAI,2012,Sedan,Yes,Hybrid,68578 km,4.0,Automatic,Red,4
15799,26033,TOYOTA,2014,Universal,Yes,Hybrid,38311 km,4.0,Automatic,Black,4
15800,3136,CHEVROLET,2013,Jeep,Yes,Petrol,168179 km,4.0,Automatic,Grey,12
15801,22266,FORD,2014,Hatchback,Yes,Plug-in Hybrid,102000 km,4.0,Tiptronic,Beige,6
15803,2901,NISSAN,2013,Jeep,Yes,Petrol,166013 km,4.0,Automatic,White,6
15804,17876,TOYOTA,2010,Sedan,No,Petrol,200000 km,4.0,Automatic,Silver,8
15806,2666,BMW,2011,Coupe,Yes,Petrol,69950 km,6.0,Automatic,Blue,12
15807,5500,NISSAN,2007,Minivan,No,CNG,200000 km,4.0,Automatic,Blue,4
15808,24462,FORD,2011,Coupe,Yes,Petrol,132000 km,6.0,Automatic,Grey,7
15810,29166,HYUNDAI,2013,Jeep,Yes,Diesel,53240 km,4.0,Automatic,Grey,4
15811,10036,TOYOTA,2013,Hatchback,No,Hybrid,117000 km,4.0,Automatic,White,6
15812,9095,OPEL,2007,Universal,No,Diesel,185000 km,4.0,Manual,Blue,4
15813,13589,HYUNDAI,2014,Sedan,Yes,Diesel,143000 km,4.0,Automatic,White,4
15814,25243,HONDA,2014,Hatchback,Yes,Petrol,28300 km,4.0,Automatic,Silver,4
15815,12720,HYUNDAI,2010,Sedan,Yes,Petrol,111293 km,4.0,Automatic,Silver,4
15816,12231,TOYOTA,2013,Hatchback,No,Hybrid,185000 km,4.0,Variator,White,2
15817,3450,JAGUAR,2012,Cabriolet,Yes,Petrol,84541 km,8.0,Automatic,White,12
15819,6272,MAZDA,2002,Sedan,No,Petrol,224000 km,4.0,Manual,Blue,12
15820,58579,SSANGYONG,2017,Jeep,Yes,Diesel,58113 km,4.0,Automatic,White,4
15821,61154,TOYOTA,2019,Sedan,Yes,Petrol,10000 km,4.0,Tiptronic,Blue,12
15822,3136,HYUNDAI,2016,Hatchback,Yes,Petrol,40464 km,4.0,Automatic,Grey,12
15824,26657,NISSAN,2000,Jeep,No,Diesel,320000 km,4.0,Manual,Blue,6
15825,29793,CHEVROLET,2013,Coupe,No,Petrol,131000 km,6.0,Tiptronic,Red,6
15826,10976,MERCEDES-BENZ,2004,Sedan,No,Diesel,257000 km,4.0,Tiptronic,Silver,6
15827,2822,TOYOTA,2010,Jeep,Yes,Petrol,136171 km,4.0,Automatic,Black,12
15828,11604,HYUNDAI,2015,Sedan,Yes,LPG,404303 km,4.0,Automatic,Silver,4
15829,16308,LEXUS,2010,Jeep,Yes,Petrol,357246 km,8.0,Automatic,Grey,4
15830,16621,FORD,2005,Microbus,No,Diesel,350000 km,4.0,Manual,White,1
15831,15681,CHEVROLET,2012,Sedan,No,Petrol,140000 km,4.0,Manual,Carnelian red,8
15832,66479,HYUNDAI,2019,Jeep,Yes,Hybrid,7771 km,4.0,Automatic,Grey,4
15834,22894,TOYOTA,2014,Sedan,Yes,Petrol,94000 km,4.0,Tiptronic,Black,10
15835,62355,HYUNDAI,2017,Jeep,Yes,Diesel,75000 km,4.0,Automatic,White,4
15836,17035,SSANGYONG,2011,Jeep,Yes,Diesel,157456 km,4.0,Automatic,White,4
15837,4234,TOYOTA,2013,Sedan,Yes,Hybrid,26918 km,4.0,Automatic,White,12
15839,10976,MERCEDES-BENZ,1986,Sedan,Yes,Petrol,260000 km,8.0,Automatic,White,12
15840,13987,CHEVROLET,2012,Hatchback,Yes,Petrol,111937 km,4.0,Automatic,White,4
15841,19130,TOYOTA,2013,Hatchback,No,Hybrid,109200 km,4.0,Automatic,Grey,10
15842,14426,VOLKSWAGEN,2012,Sedan,Yes,LPG,169600 km,5.0,Automatic,Black,8
15843,11133,HONDA,2012,Hatchback,No,Hybrid,154000 km,4.0,Variator,Silver,4
15844,22894,KIA,2015,Hatchback,No,Hybrid,89248 km,4.0,Automatic,Black,8
15846,2666,HONDA,2010,Sedan,Yes,Petrol,241786 km,6.0,Automatic,White,12
15847,46728,TOYOTA,2018,Jeep,Yes,Petrol,51200 km,4.0,Automatic,Black,12
15848,17876,BMW,2008,Sedan,Yes,Petrol,220000 km,6.0,Variator,Silver,12
15849,56136,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,50963 km,4.0,Automatic,Black,12
15850,25264,HYUNDAI,2014,Minivan,Yes,Diesel,198916 km,4.0,Automatic,Yellow,4
15851,6586,HONDA,2004,Hatchback,No,Petrol,204950 km,4.0,Variator,Silver,2
